,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
35,35,35,35,35,35,35,2018-01-08,157.369995,160.639999,156.83999599999999,160.110001,152.858948,11303700,1.9847604585300074
36,36,36,36,36,36,36,2018-01-15,160.25,162.5,157.91000400000001,161.75,154.424667,8964000,1.9898609026275116
37,37,37,37,37,37,37,2018-01-22,161.21000700000005,162.580002,160.330002,162.550003,155.188446,8585500,1.995078419038848
38,38,38,38,38,38,38,2018-01-29,162.330002,162.600006,156.630005,156.899994,149.794327,8769300,2.036010256316517
39,39,39,39,39,39,39,2018-02-05,156.119995,159.270004,148.78999299999995,153.83999599999999,146.87291000000005,17469700,2.0198907831484862
40,40,40,40,40,40,40,2018-02-12,154.669998,163.600006,153.899994,162.66000400000001,155.293472,10769200,1.9457764183996944
41,41,41,41,41,41,41,2018-02-19,162.380005,163.759995,159.91000400000001,162.949997,155.570328,6143200,1.99822035590464
42,42,42,42,42,42,42,2018-02-26,163.820007,165.580002,154.690002,157.5,150.367142,11571300,2.0346031555555557
43,43,43,43,43,43,43,2018-03-05,157.169998,161.830002,156.520004,161.509995,154.195541,13546700,1.9751718461758356
44,44,44,44,44,44,44,2018-03-12,162.0,164.300003,160.419998,160.889999,153.603592,12920900,2.003853539709451
45,45,45,45,45,45,45,2018-03-19,160.559998,163.720001,147.16000400000001,147.350006,140.676819,19835400,2.09189000643814
46,46,46,46,46,46,46,2018-03-26,149.0,153.66000400000001,147.33999599999999,153.5,146.548294,14004600,1.9599348925081435
47,47,47,47,47,47,47,2018-04-02,151.820007,152.070007,146.050003,147.380005,140.70546000000002,12633700,2.0415252733910543
48,48,48,48,48,48,48,2018-04-09,148.259995,152.740005,148.009995,150.130005,143.33093300000004,9071500,1.9816825424071625
49,49,49,49,49,49,49,2018-04-16,151.449997,155.699997,150.479996,152.41000400000001,146.79168700000002,10644500,1.9850403586368257
50,50,50,50,50,50,50,2018-04-23,153.229996,154.33999599999999,148.429993,152.389999,146.772415,8309900,2.0001312750189073
51,51,51,51,51,51,51,2018-04-30,153.169998,153.96000700000005,149.139999,153.440002,147.783676,7580700,1.9931569148441486
52,52,52,52,52,52,52,2018-05-07,152.949997,157.619995,151.029999,157.080002,151.28951999999995,7853400,1.9768270947691988
53,53,53,53,53,53,53,2018-05-14,157.320007,157.649994,153.380005,155.309998,149.58476299999995,8490800,2.01139658761698
54,54,54,54,54,54,54,2018-05-21,156.020004,157.429993,154.08999599999999,155.990005,150.2397,8374100,1.9956407014667383
55,55,55,55,55,55,55,2018-05-28,154.96000700000005,159.279999,152.66000400000001,158.889999,153.032791,8201000,1.981748417029067
56,56,56,56,56,56,56,2018-06-04,158.649994,162.850006,158.059998,162.169998,156.191895,8576600,1.9797743168252364
57,57,57,57,57,57,57,2018-06-11,161.529999,164.25,160.639999,163.479996,157.453583,17693200,1.9919867994124492
58,58,58,58,58,58,58,2018-06-18,162.0,163.369995,158.440002,159.630005,153.745514,12049100,2.024118216371665
59,59,59,59,59,59,59,2018-06-25,157.990005,165.559998,155.300003,163.58999599999999,157.55955500000005,17661500,1.9757931958137591
60,60,60,60,60,60,60,2018-07-02,161.899994,165.419998,161.300003,164.509995,158.44563300000004,8466800,1.994407640702925
61,61,61,61,61,61,61,2018-07-09,165.0,168.5,164.610001,168.08999599999999,161.893661,8167000,1.978701879438441
62,62,62,62,62,62,62,2018-07-16,168.149994,168.949997,165.509995,166.520004,160.381531,9209900,2.009428248632519
63,63,63,63,63,63,63,2018-07-23,165.929993,168.110001,161.110001,162.020004,156.04740900000004,11546000,2.02777434816012
64,64,64,64,64,64,64,2018-07-30,162.240005,162.419998,157.83999599999999,160.369995,154.45820600000005,10589700,2.0102887638052245
65,65,65,65,65,65,65,2018-08-06,160.270004,161.91000400000001,159.580002,160.679993,154.756821,6751200,1.998070711890061
66,66,66,66,66,66,66,2018-08-13,160.729996,165.169998,159.759995,164.889999,158.811615,10017200,1.9744677904934669
67,67,67,67,67,67,67,2018-08-20,165.33999599999999,166.78999299999995,164.33999599999999,165.880005,159.765121,6829200,1.994031794247896
68,68,68,68,68,68,68,2018-08-27,166.779999,169.919998,166.139999,169.070007,162.837524,8729400,1.981132064423467
69,69,69,69,69,69,69,2018-09-03,168.759995,169.919998,167.5,169.070007,162.837524,7185500,2.0
70,70,70,70,70,70,70,2018-09-10,169.860001,172.509995,169.229996,171.639999,165.312775,9394600,1.9850268468016015
71,71,71,71,71,71,71,2018-09-17,171.449997,175.639999,170.759995,174.190002,167.768784,11942300,1.9853607958509583
72,72,72,72,72,72,72,2018-09-24,173.059998,174.550003,168.699997,170.199997,163.925858,12175800,2.0234430380160346
73,73,73,73,73,73,73,2018-10-01,171.139999,174.820007,170.110001,171.229996,164.917877,9019800,1.9939847046425205
74,74,74,74,74,74,74,2018-10-08,170.33999599999999,171.740005,155.110001,159.440002,153.562515,14822900,2.073946273533037
75,75,75,75,75,75,75,2018-10-15,158.940002,161.880005,155.169998,158.279999,152.445267,12084600,2.007328803432707
76,76,76,76,76,76,76,2018-10-22,158.08999599999999,160.28999299999995,152.860001,154.449997,150.116058,11422200,2.0247976825794307
77,77,77,77,77,77,77,2018-10-29,156.050003,160.669998,150.630005,157.389999,152.973587,10390700,1.9813202743587286
78,78,78,78,78,78,78,2018-11-05,157.630005,165.649994,156.729996,165.149994,160.515823,8524800,1.9530124415263375
79,79,79,79,79,79,79,2018-11-12,164.520004,165.830002,159.380005,165.0,160.370041,12350700,2.0009090545454544
80,80,80,80,80,80,80,2018-11-19,164.5,165.940002,155.25,156.929993,152.52645900000005,7883600,2.0514242487731456
81,81,81,81,81,81,81,2018-11-26,158.53999299999995,164.53999299999995,157.380005,164.520004,159.903503,15088900,1.9538657256536414
82,82,82,82,82,82,82,2018-12-03,165.970001,168.369995,156.240005,157.449997,153.031906,14530700,2.0449031891693212
83,83,83,83,83,83,83,2018-12-10,157.020004,161.21000700000005,154.41000400000001,155.529999,151.165771,11053700,2.012344872451263
84,84,84,84,84,84,84,2018-12-17,154.729996,156.21000700000005,136.929993,137.199997,133.350113,21354700,2.1336006005889345
85,85,85,85,85,85,85,2018-12-24,136.580002,141.800003,132.630005,139.820007,135.89660600000002,9493700,1.9812615515031404
86,86,86,86,86,86,86,2018-12-31,140.399994,141.33999599999999,135.580002,141.070007,137.111526,8983400,1.9911391512158925
87,87,87,87,87,87,87,2019-01-07,140.830002,147.429993,139.850006,146.229996,142.126724,10985300,1.964713197420863
88,88,88,88,88,88,88,2019-01-14,144.779999,151.399994,144.149994,150.449997,146.228317,9990600,1.971950807017962
89,89,89,89,89,89,89,2019-01-21,149.5,152.220001,147.440002,151.850006,147.58905,7629600,1.99078031646571
90,90,90,90,90,90,90,2019-01-28,150.720001,155.220001,150.199997,154.740005,150.397949,9762100,1.9813235174704822
91,91,91,91,91,91,91,2019-02-04,155.0,158.029999,154.020004,155.58999599999999,151.224091,9436700,1.994536981670724
92,92,92,92,92,92,92,2019-02-11,156.0,159.330002,155.020004,159.229996,154.761932,9172000,1.9771399856092438
93,93,93,93,93,93,93,2019-02-18,158.610001,161.830002,158.190002,161.5,156.968246,7113800,1.9859442476780187
94,94,94,94,94,94,94,2019-02-25,162.059998,164.899994,160.130005,164.199997,159.592468,8675400,1.983556656216017
95,95,95,95,95,95,95,2019-03-04,164.75,164.919998,160.5,161.690002,157.152924,8307600,2.0155235015706165
96,96,96,96,96,96,96,2019-03-11,162.479996,167.03999299999995,161.990005,166.389999,161.721008,11694100,1.971753128023037
97,97,97,97,97,97,97,2019-03-18,166.75,168.919998,164.809998,165.240005,160.603317,8939500,2.0069595374316287
98,98,98,98,98,98,98,2019-03-25,164.979996,177.490005,164.0,176.020004,171.080811,14095600,1.9387569665093292
99,99,99,99,99,99,99,2019-04-01,175.5,178.419998,174.559998,178.149994,173.15103100000005,11515000,1.9880438390584507
100,100,100,100,100,100,100,2019-04-08,177.669998,179.360001,176.100006,178.639999,173.627274,8850400,1.9972570252869293
101,101,101,101,101,101,101,2019-04-15,178.41000400000001,180.0,177.389999,178.610001,175.036011,6195100,2.0001679525213145
102,102,102,102,102,102,102,2019-04-22,177.25,181.41000400000001,177.020004,180.830002,177.21156299999996,6688900,1.9877232706108139
103,103,103,103,103,103,103,2019-04-29,180.779999,183.350006,176.520004,176.979996,173.438629,8460200,2.021753904887646
104,104,104,104,104,104,104,2019-05-06,173.830002,176.869995,170.669998,174.300003,170.81225600000005,10108000,2.015375748444479
105,105,105,105,105,105,105,2019-05-13,171.389999,179.75,170.350006,178.330002,174.761581,9879000,1.9774014526170418
106,106,106,106,106,106,106,2019-05-20,176.979996,181.380005,176.440002,178.809998,175.23199499999996,6541500,1.9973156087166892
107,107,107,107,107,107,107,2019-05-27,179.259995,180.110001,176.490005,178.070007,174.506821,6731700,2.004155618413605
108,108,108,108,108,108,108,2019-06-03,177.869995,184.229996,174.229996,182.919998,179.25975,9240000,1.9734857257105372
109,109,109,109,109,109,109,2019-06-10,184.330002,186.679993,183.070007,184.970001,181.26873799999998,7538900,1.988917105536481
110,110,110,110,110,110,110,2019-06-17,185.0,187.309998,183.509995,185.559998,181.846924,10602600,1.9968204515716796
111,111,111,111,111,111,111,2019-06-24,186.070007,187.149994,177.990005,184.770004,181.072754,12334100,2.0042755532981427
112,112,112,112,112,112,112,2019-07-01,184.830002,191.740005,184.429993,191.389999,187.560272,7739200,1.9654109669544435
113,113,113,113,113,113,113,2019-07-08,191.059998,196.229996,189.070007,196.21000700000002,192.283829,9175700,1.975434443565358
114,114,114,114,114,114,114,2019-07-15,196.220001,196.360001,193.190002,193.929993,190.049454,7430400,2.0117568920863107
115,115,115,115,115,115,115,2019-07-22,194.649994,197.029999,192.880005,196.929993,192.98941000000002,6239100,1.9847661600231712
116,116,116,116,116,116,116,2019-07-29,197.0,197.470001,190.5,193.009995,189.147858,7699800,2.0203098186702713
117,117,117,117,117,117,117,2019-08-05,189.580002,194.279999,184.229996,191.479996,187.648453,10608600,2.0079903855857615
118,118,118,118,118,118,118,2019-08-12,191.479996,193.66000400000001,186.699997,193.220001,189.353653,10445200,1.9909946952127384
119,119,119,119,119,119,119,2019-08-19,195.0,197.929993,191.570007,192.809998,188.951843,7810500,2.0021264613051857
120,120,120,120,120,120,120,2019-08-26,194.33999599999999,200.679993,193.470001,198.169998,194.20459,8271200,1.972952515244008
121,121,121,121,121,121,121,2019-09-02,196.360001,202.800003,195.440002,201.119995,197.095581,7347400,1.9853321545677247
122,122,122,122,122,122,122,2019-09-09,200.970001,201.119995,187.889999,194.619995,190.72563200000002,12478900,2.0333984182868776
123,123,123,123,123,123,123,2019-09-16,193.369995,196.229996,191.53999299999998,193.08999599999999,189.226257,8707200,2.0079237611046405
124,124,124,124,124,124,124,2019-09-23,192.330002,195.869995,187.279999,191.380005,187.550476,12898700,2.008935055676271
125,125,125,125,125,125,125,2019-09-30,191.490005,193.369995,182.850006,189.639999,185.845306,10764400,2.009175311164181
126,126,126,126,126,126,126,2019-10-07,188.28999299999998,188.699997,182.0,184.970001,181.26873799999998,9860400,2.0252473264570074
127,127,127,127,127,127,127,2019-10-14,185.360001,188.130005,184.16000400000001,187.080002,183.336533,9117100,1.988721397383778
128,128,128,128,128,128,128,2019-10-21,186.949997,188.110001,181.970001,183.070007,180.17756699999998,8757700,2.0219041615047297
129,129,129,129,129,129,129,2019-10-28,184.41000400000001,188.350006,182.369995,188.220001,185.246201,7706900,1.9726384338931122
130,130,130,130,130,130,130,2019-11-04,188.509995,190.199997,185.479996,189.699997,186.70282,7292500,1.992198228658907
131,131,131,131,131,131,131,2019-11-11,188.759995,197.559998,188.550003,196.809998,193.70047,8606600,1.9638737814529117
132,132,132,132,132,132,132,2019-11-18,197.429993,199.759995,195.100006,196.66000400000001,193.552841,6715800,2.000762707194901
133,133,133,133,133,133,133,2019-11-25,197.639999,201.66000400000001,197.399994,201.16000400000001,197.981766,6232000,1.9776297479095297
134,134,134,134,134,134,134,2019-12-02,201.440002,202.820007,196.470001,202.550003,199.349808,6890000,1.9931375019530364
135,135,135,135,135,135,135,2019-12-09,201.770004,206.720001,200.33999599999999,206.66000400000001,203.39485200000001,8629900,1.9801122572319314
136,136,136,136,136,136,136,2019-12-16,207.119995,213.25,202.059998,211.100006,207.764725,15991200,1.9789673051927814
137,137,137,137,137,137,137,2019-12-23,210.960007,212.63000499999998,208.83999599999999,212.22000099999997,208.867004,5571400,1.994722481412108
138,138,138,138,138,138,138,2019-12-30,212.24000499999997,212.24000499999997,207.0,209.80000299999998,206.485229,6798100,2.01153478534507
139,139,139,139,139,139,139,2020-01-06,208.270004,208.78999299999998,203.190002,207.66000400000001,204.379059,12693800,2.010305301737353
140,140,140,140,140,140,140,2020-01-13,207.490005,211.0,206.729996,209.199997,205.894714,11964000,1.9926386566821988
141,141,141,141,141,141,141,2020-01-20,207.5,211.86000099999998,207.0,208.570007,206.068283,9278100,2.0030205205871234
142,142,142,142,142,142,142,2020-01-27,205.179993,211.210007,204.0,205.21000700000002,202.748596,8056300,2.0163734705198855
143,143,143,143,143,143,143,2020-02-03,205.33999599999999,213.789993,205.25,212.52999900000003,209.98078900000002,4588500,1.9655578410838839
